"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL281687";"";"0";"543.54";"2";"8.08";"156";"Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1cccc(-c2ccc(OC(Cc3ccccc3)C(=O)O)cc2)c1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"10.66";"0.20";"-2.28";"7.99";"False";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL25821";"";"0";"346.43";"1";"5.72";"162";"CCCCc1oc2ccccc2c1C(O)c1ccc2cc(O)ccc2c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.20";"0.31";"0.24";"11.12";"False";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL512442";"";"0";"374.48";"1";"5.76";"12";"CCCCN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1";"IC50";"'='";"2520.0";"nM";"5.60";"";"";"UO_0000065";"14.95";"0.27";"-0.16";"14.54";"False";"CHEMBL1010126";"Inhibition of of PTP1B assessed as residual enzyme activity in presence of Triton X-100";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154485";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";""
"CHEMBL2159045";"ERYSUBIN F";"0";"390.48";"1";"5.89";"6";"CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)ccc3c2=O)ccc1O";"IC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"13.08";"0.24";"-0.78";"7.23";"False";"CHEMBL2162374";"Inhibition of human recombinant PTP1B using p-nitrophenyl phosphate as substrate after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157970";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";""
"CHEMBL268903";"";"0";"707.51";"2";"5.90";"13";"COC(=O)c1ccc(C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)n2nnc3ccccc32)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"11.25";"0.23";"2.06";"4.63";"False";"CHEMBL768525";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) was determined in fluorescein diphosphate (FDP) assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL24843";"";"0";"556.68";"2";"8.97";"114";"COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"12.75";"0.24";"-1.87";"12.73";"True";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL1086228";"";"0";"569.61";"2";"8.34";"127";"O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1[N+](=O)[O-]";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"11.65";"0.21";"-1.70";"6.46";"True";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL255890";"ABYSSINONE V";"0";"408.49";"1";"5.53";"5";"CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O";"IC50";"'='";"22600.0";"nM";"4.65";"";"";"UO_0000065";"11.37";"0.21";"-0.88";"5.34";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL247278";"";"0";"517.64";"1";"4.77";"32";"Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"12.24";"0.24";"1.57";"5.42";"False";"CHEMBL902512";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138418";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL246247";"";"0";"538.05";"2";"5.11";"15";"O=C1CC(c2ccc(C[C@H](Nc3nc4ccc(Cl)cc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"11.81";"0.24";"1.25";"5.44";"False";"CHEMBL902512";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138418";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL392428";"";"0";"503.61";"1";"4.46";"4";"O=C1C[C@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL902512";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138418";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL281301";"";"0";"571.47";"2";"8.00";"168";"CCCCc1oc2ccccc2c1C(=O)c1ccc2c(Br)c(OC(Cc3ccccc3)C(=O)O)ccc2c1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"10.36";"0.21";"-2.08";"7.72";"False";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL128320";"";"0";"308.34";"0";"2.74";"677945";"CC(/N=C1\C=C(O)c2ncccc2C1=O)C(O)c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL756368";"Inhibitory Activity against Recombinant Human PTP1";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134280";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL565795";"";"0";"612.15";"2";"5.86";"SA1";"O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccc(Cl)cc3)cc2)SC(=S)N1CCS(=O)(=O)O";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"10.35";"0.22";"0.48";"6.23";"False";"CHEMBL1047965";"Inhibition of recombinant PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156736";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL9339";"";"0";"598.38";"2";"6.65";"2";"O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(Br)cc2)(c2ccccc2)n2nnc3ccccc32)cc1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"11.78";"0.25";"0.40";"7.99";"False";"CHEMBL768525";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) was determined in fluorescein diphosphate (FDP) assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL266753";"";"0";"826.77";"2";"8.64";"21a";"COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"10.04";"0.20";"-0.34";"4.94";"True";"CHEMBL768525";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) was determined in fluorescein diphosphate (FDP) assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL8758";"";"0";"495.26";"1";"5.89";"1c";"O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"13.97";"0.32";"1.03";"9.28";"True";"CHEMBL936456";"Inhibition of PTP1B by fluorescein diphosphate assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143095";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL314412";"";"0";"702.76";"2";"2.83";"20a";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(CC(=O)O)c(O)c1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"7.68";"0.14";"2.57";"2.30";"False";"CHEMBL772440";"Inhibition of human Protein-tyrosine phosphatase 1B expressed in Escherichia coli BL21 (DE3) cells";"B";"BAO_0000219";"cell-based format";"";"";"";"BL21-DE3";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136140";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL1783786";"";"0";"325.32";"0";"3.48";"20";"COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(=O)O)c1";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"15.50";"0.29";"1.56";"6.16";"False";"CHEMBL1786429";"Inhibition of protein tyrosine phosphatase-1B at 10 uM incubated for 10 mins using pNPP substrate in absence of Triton X-100 by modified Goldstein method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781977";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL1783788";"";"0";"396.49";"0";"4.10";"23";"CCN(CC)CC(O)COc1cc(OC)ccc1-c1cc(-c2ccccc2)no1";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"13.54";"0.25";"1.27";"7.90";"False";"CHEMBL1786429";"Inhibition of protein tyrosine phosphatase-1B at 10 uM incubated for 10 mins using pNPP substrate in absence of Triton X-100 by modified Goldstein method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781977";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL585093";"";"0";"506.03";"1";"4.28";"SA7";"O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)SC(=S)N1CCS(=O)(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1047965";"Inhibition of recombinant PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156736";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL320852";"";"0";"379.28";"0";"1.76";"7a";"CS(=O)(=O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1";"IC50";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"11.57";"0.25";"2.63";"3.63";"False";"CHEMBL772439";"Inhibitory concentration towards recombinant human Protein-tyrosine phosphatase 1B was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145873";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL1795946";"";"0";"732.83";"2";"4.90";"15";"CO[C@H]1O[C@H](Cn2cc(COC[C@H](NC(=O)OC(C)(C)C)C(=O)O)nn2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1";"IC50";"'='";"20900.0";"nM";"4.68";"";"";"UO_0000065";"6.39";"0.12";"-0.22";"2.89";"False";"CHEMBL1798844";"Inhibition of human recombinant PTB1B catalytic domain using pNPP substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795285";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL1783786";"";"0";"325.32";"0";"3.48";"20";"COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(=O)O)c1";"IC50";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"15.47";"0.29";"1.55";"6.15";"False";"CHEMBL1786428";"Inhibition of protein tyrosine phosphatase-1B at 10 uM incubated for 10 mins using pNPP substrate in presence of 0.01% Triton X-100 by modified Goldstein method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781977";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL1783790";"";"0";"408.50";"0";"4.24";"25";"COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCCC2)c1";"IC50";"'='";"3310.0";"nM";"5.48";"";"";"UO_0000065";"13.42";"0.25";"1.24";"8.06";"False";"CHEMBL1786428";"Inhibition of protein tyrosine phosphatase-1B at 10 uM incubated for 10 mins using pNPP substrate in presence of 0.01% Triton X-100 by modified Goldstein method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781977";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL366281";"";"0";"603.51";"2";"9.19";"124";"O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"12.02";"0.24";"-1.94";"12.15";"True";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL562810";"MULBERROFURAN W";"0";"446.59";"1";"8.18";"2";"CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"12.47";"0.23";"-2.61";"7.54";"False";"CHEMBL1041807";"Inhibition of human recombinant PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156122";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL505640";"";"0";"196.20";"0";"1.62";"7";"COc1cc(O)c(C(C)=O)c(O)c1C";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036431";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151873";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL169";"URSOLIC ACID";"2";"456.71";"1";"7.09";"Ursolic acid";"C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C";"IC50";"'='";"3080.0";"nM";"5.51";"";"";"UO_0000065";"12.07";"0.23";"-1.58";"9.58";"True";"CHEMBL1036431";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151873";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL109290";"";"0";"563.11";"2";"8.87";"3";"Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br";"IC50";"'='";"384.0";"nM";"6.42";"";"";"UO_0000065";"11.39";"0.32";"-2.45";"31.71";"False";"CHEMBL771167";"The compound was tested for inhibitory activity against recombinant Protein-tyrosine phosphatase 1B (human). ";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132177";"1";"Scientific Literature";"J. Med. Chem.";"1999";""
"CHEMBL322750";"";"0";"478.60";"1";"5.91";"8f";"COc1ccc(/C=C/S(=O)(=O)Nc2nc(-c3ccccc3)c(-c3ccccc3)s2)cc1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL765608";"In vitro inhibitory activity against human recombinant PTP1B phosphatase enzyme";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134159";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";""
"CHEMBL108689";"";"0";"415.50";"0";"4.69";"8n";"CCc1sc(NS(=O)(=O)/C=C/c2ccc([N+](=O)[O-])cc2)nc1-c1ccccc1";"IC50";"'='";"83000.0";"nM";"4.08";"";"";"UO_0000065";"9.82";"0.20";"-0.61";"3.99";"False";"CHEMBL765608";"In vitro inhibitory activity against human recombinant PTP1B phosphatase enzyme";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134159";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";""
"CHEMBL1938820";"";"0";"628.71";"1";"2.95";"5g";"O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)cc1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"10.02";"0.20";"3.35";"3.64";"False";"CHEMBL1943106";"Inhibition of PTP1B assessed as para-nitrophenyl phosphate catalyzed hydrolysis of para-nitrophenol by p-NPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938308";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL1938821";"";"0";"642.74";"1";"3.26";"5h";"Cc1cc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C1CC(=O)NS1(=O)=O";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"9.85";"0.20";"3.07";"3.66";"False";"CHEMBL1943106";"Inhibition of PTP1B assessed as para-nitrophenyl phosphate catalyzed hydrolysis of para-nitrophenol by p-NPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938308";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL229670";"";"0";"354.40";"0";"4.32";"2";"COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(CC=C(C)C)c1O";"IC50";"'='";"19200.0";"nM";"4.72";"";"";"UO_0000065";"13.31";"0.25";"0.40";"6.21";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL114030";"";"0";"270.21";"0";"3.53";"34";"O=C([O-])C(F)(F)c1cccc(-c2ccccc2)c1.[Na+]";"IC50";"'='";"435000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767795";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate as substrate at Km concentration (20 uM)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL454077";"ABYSSINONES III";"0";"390.48";"1";"5.79";"3";"CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc2c1OC(C)(C)C=C2";"IC50";"'='";"72900.0";"nM";"4.14";"";"";"UO_0000065";"10.60";"0.19";"-1.65";"7.42";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL1811967";"PROSTRATOL C";"0";"354.40";"0";"3.97";"8";"COc1cc(O)c(C2COc3cc(O)ccc3C2=O)cc1CC=C(C)C";"IC50";"'='";"17200.0";"nM";"4.76";"";"";"UO_0000065";"13.44";"0.25";"0.79";"6.27";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL1811969";"";"0";"286.28";"0";"2.81";"11";"COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O";"IC50";"'='";"98100.0";"nM";"4.01";"";"";"UO_0000065";"14.00";"0.26";"1.20";"5.27";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL1811970";"ERYTHRIBYSSIN I";"0";"340.38";"0";"3.17";"12, Erythribyssin I";"CC1(C)Oc2ccc([C@@H]3CC(=O)c4ccc(O)cc4O3)cc2CC1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";""
"CHEMBL58910";"";"0";"152.15";"0";"0.80";"13";"O=C(O)[C@@H](O)c1ccccc1";"IC50";"'='";"4900000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL770117";"Inhibitory activity against Yersinia Protein-tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"Yersinia enterocolitica";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";""
"CHEMBL1800272";"";"0";"413.45";"0";"3.75";"C18, 18";"CC(=O)N(c1ccc2oc3c(c2c1)CCCC3)S(=O)(=O)c1ccc(C(=O)O)cc1";"IC50";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1804488";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800013";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
